,date,gt_index,isPartial,stock_symbol
0,2013-09-29 00:00:00,9,False,EIX
1,2013-10-06 00:00:00,7,False,EIX
2,2013-10-13 00:00:00,5,False,EIX
3,2013-10-20 00:00:00,11,False,EIX
4,2013-10-27 00:00:00,16,False,EIX
5,2013-11-03 00:00:00,7,False,EIX
6,2013-11-10 00:00:00,13,False,EIX
7,2013-11-17 00:00:00,9,False,EIX
8,2013-11-24 00:00:00,7,False,EIX
9,2013-12-01 00:00:00,15,False,EIX
10,2013-12-08 00:00:00,9,False,EIX
11,2013-12-15 00:00:00,7,False,EIX
12,2013-12-22 00:00:00,10,False,EIX
13,2013-12-29 00:00:00,5,False,EIX
14,2014-01-05 00:00:00,9,False,EIX
15,2014-01-12 00:00:00,4,False,EIX
16,2014-01-19 00:00:00,13,False,EIX
17,2014-01-26 00:00:00,8,False,EIX
18,2014-02-02 00:00:00,11,False,EIX
19,2014-02-09 00:00:00,8,False,EIX
20,2014-02-16 00:00:00,0,False,EIX
21,2014-02-23 00:00:00,10,False,EIX
22,2014-03-02 00:00:00,8,False,EIX
23,2014-03-09 00:00:00,15,False,EIX
24,2014-03-16 00:00:00,25,False,EIX
25,2014-03-23 00:00:00,6,False,EIX
26,2014-03-30 00:00:00,21,False,EIX
27,2014-04-06 00:00:00,4,False,EIX
28,2014-04-13 00:00:00,9,False,EIX
29,2014-04-20 00:00:00,9,False,EIX
30,2014-04-27 00:00:00,17,False,EIX
31,2014-05-04 00:00:00,13,False,EIX
32,2014-05-11 00:00:00,6,False,EIX
33,2014-05-18 00:00:00,7,False,EIX
34,2014-05-25 00:00:00,9,False,EIX
35,2014-06-01 00:00:00,9,False,EIX
36,2014-06-08 00:00:00,5,False,EIX
37,2014-06-15 00:00:00,9,False,EIX
38,2014-06-22 00:00:00,9,False,EIX
39,2014-06-29 00:00:00,10,False,EIX
40,2014-07-06 00:00:00,9,False,EIX
41,2014-07-13 00:00:00,5,False,EIX
42,2014-07-20 00:00:00,10,False,EIX
43,2014-07-27 00:00:00,5,False,EIX
44,2014-08-03 00:00:00,15,False,EIX
45,2014-08-10 00:00:00,0,False,EIX
46,2014-08-17 00:00:00,5,False,EIX
47,2014-08-24 00:00:00,9,False,EIX
48,2014-08-31 00:00:00,9,False,EIX
49,2014-09-07 00:00:00,13,False,EIX
50,2014-09-14 00:00:00,9,False,EIX
51,2014-09-21 00:00:00,4,False,EIX
52,2014-09-28 00:00:00,11,False,EIX
53,2014-10-05 00:00:00,9,False,EIX
54,2014-10-12 00:00:00,9,False,EIX
55,2014-10-19 00:00:00,9,False,EIX
56,2014-10-26 00:00:00,9,False,EIX
57,2014-11-02 00:00:00,13,False,EIX
