stock_symbol,m_date,gt_index,adjusted_gt_index,date,open_monday,close_friday,dji_return,percent_change,abs_percent_change,excess_percent_change,postive_change_dummy,postive_excess_change_dummy,gt_index_lag1,adjusted_gt_index_lag1,gt_index_lag2,adjusted_gt_index_lag2,gt_index_lag3,adjusted_gt_index_lag3
AAPL,2014-03-17,11,-0.904988297484499,2014-03-16,75.385712,76.12428299999998,-1.4713928054592913,-0.9797227888488723,0.9797227888488724,0.491670016610419,0.0,1.0,14.0,-0.7435746672042342,18.0,-0.5283564934972144,20.0,-0.4207474066437044
AAPL,2014-03-24,12,-0.8511837540577442,2014-03-23,76.91714499999998,76.694283,-0.12132096528303837,0.2897429435270615,0.2897429435270615,0.41106390881009985,1.0,1.0,11.0,-0.904988297484499,14.0,-0.7435746672042342,18.0,-0.5283564934972144
AAPL,2014-03-31,12,-0.8511837540577442,2014-03-30,77.03286,75.974289,-0.5420853950748639,1.3741810962230931,1.3741810962230931,1.916266491297957,1.0,1.0,12.0,-0.8511837540577442,11.0,-0.904988297484499,14.0,-0.7435746672042342
AAPL,2014-04-07,12,-0.8511837540577442,2014-04-06,75.431427,74.230003,2.3601610913252857,1.5927366719444442,1.5927366719444442,-0.7674244193808415,1.0,0.0,12.0,-0.8511837540577442,12.0,-0.8511837540577442,11.0,-0.904988297484499
AAPL,2014-04-14,10,-0.958792840911254,2014-04-13,74.557144,,,,,,0.0,0.0,12.0,-0.8511837540577442,12.0,-0.8511837540577442,12.0,-0.8511837540577442
AAPL,2014-04-21,30,0.11729802762384517,2014-04-20,75.048569,81.705711,0.28923269310594574,-8.870444951455362,8.870444951455362,-9.159677644561308,0.0,0.0,10.0,-0.958792840911254,12.0,-0.8511837540577442,12.0,-0.8511837540577442
AAPL,2014-04-28,21,-0.36694286321694947,2014-04-27,81.828575,84.654289,-0.9147992337448791,-3.4532117906244912,3.4532117906244912,-2.538412556879612,0.0,0.0,30.0,0.11729802762384517,10.0,-0.958792840911254,12.0,-0.8511837540577442
AAPL,2014-05-05,19,-0.4745519500704594,2014-05-04,84.305717,83.648575,-0.4457356652886825,0.7794750147252854,0.7794750147252854,1.225210680013968,1.0,1.0,21.0,-0.36694286321694947,30.0,0.11729802762384517,10.0,-0.958792840911254
AAPL,2014-05-12,17,-0.5821610369239694,2014-05-11,83.927139,85.358574,0.5638274291503879,-1.7055686838079964,1.7055686838079964,-2.2693961129583844,0.0,0.0,19.0,-0.4745519500704594,21.0,-0.36694286321694947,30.0,0.11729802762384517
AAPL,2014-05-19,21,-0.36694286321694947,2014-05-18,85.407143,87.732857,-0.7029561212985739,-2.7230907372700557,2.7230907372700557,-2.020134615971482,0.0,0.0,17.0,-0.5821610369239694,19.0,-0.4745519500704594,21.0,-0.36694286321694947
AAPL,2014-05-26,22,-0.3131383197901945,2014-05-25,,,,,,,0.0,0.0,21.0,-0.36694286321694947,17.0,-0.5821610369239694,19.0,-0.4745519500704594
AAPL,2014-06-02,31,0.17110257105060012,2014-06-01,90.565712,92.224289,-1.240841981902645,-1.8313520242627739,1.8313520242627737,-0.5905100423601288,0.0,0.0,22.0,-0.3131383197901945,21.0,-0.36694286321694947,17.0,-0.5821610369239694
AAPL,2014-06-09,48,1.0857798093054345,2014-06-08,92.699997,91.279999,0.8882141837164377,1.5318209772973268,1.5318209772973268,0.6436067935808891,1.0,1.0,31.0,0.17110257105060012,22.0,-0.3131383197901945,21.0,-0.36694286321694947
AAPL,2014-06-16,29,0.06349348419709021,2014-06-15,91.510002,90.910004,-1.0826928839696854,0.6556638475431346,0.6556638475431346,1.73835673151282,1.0,1.0,48.0,1.0857798093054345,31.0,0.17110257105060012,22.0,-0.3131383197901945
AAPL,2014-06-23,23,-0.25933377636343957,2014-06-22,91.32,91.980003,0.5585823385359912,-0.7227365308804241,0.7227365308804241,-1.2813188694164153,0.0,0.0,29.0,0.06349348419709021,48.0,1.0857798093054345,31.0,0.17110257105060012
AAPL,2014-06-30,22,-0.3131383197901945,2014-06-29,92.099998,,,,,,0.0,0.0,23.0,-0.25933377636343957,29.0,0.06349348419709021,48.0,1.0857798093054345
AAPL,2014-07-07,23,-0.25933377636343957,2014-07-06,94.139999,95.220001,0.7033563417555153,-1.1472296701426492,1.1472296701426492,-1.8505860118981645,0.0,0.0,22.0,-0.3131383197901945,23.0,-0.25933377636343957,29.0,0.06349348419709021
AAPL,2014-07-14,25,-0.15172468950992965,2014-07-13,95.860001,94.43,-0.8804826799892747,1.4917598425645646,1.4917598425645646,2.3722425225538393,1.0,1.0,23.0,-0.25933377636343957,22.0,-0.3131383197901945,23.0,-0.25933377636343957
AAPL,2014-07-21,32,0.2249071144773551,2014-07-20,94.989998,97.669998,0.7870032244236509,-2.8213496751521214,2.821349675152122,-3.608352899575772,0.0,0.0,25.0,-0.15172468950992965,23.0,-0.25933377636343957,22.0,-0.3131383197901945
AAPL,2014-07-28,28,0.009688940770335242,2014-07-27,97.82,96.129997,2.7336408032803314,1.7276661214475468,1.7276661214475468,-1.0059746818327846,1.0,0.0,32.0,0.2249071144773551,25.0,-0.15172468950992965,23.0,-0.25933377636343957
AAPL,2014-08-04,21,-0.36694286321694947,2014-08-03,96.370003,94.739998,-0.3650418609856166,1.6914028735684454,1.6914028735684457,2.056444734554062,1.0,1.0,28.0,0.009688940770335242,32.0,0.2249071144773551,25.0,-0.15172468950992965
AAPL,2014-08-11,19,-0.4745519500704594,2014-08-10,95.269997,97.980003,-0.6380316802973471,-2.8445534641929218,2.8445534641929218,-2.2065217838955746,0.0,0.0,21.0,-0.36694286321694947,28.0,0.009688940770335242,32.0,0.2249071144773551
AAPL,2014-08-18,26,-0.09792014608317468,2014-08-17,98.489998,101.32,-2.0208977781037625,-2.8733902502465205,2.8733902502465205,-0.852492472142758,0.0,0.0,19.0,-0.4745519500704594,21.0,-0.36694286321694947,28.0,0.009688940770335242
AAPL,2014-08-25,23,-0.25933377636343957,2014-08-24,101.790001,102.5,-0.5092854270898042,-0.697513501350684,0.697513501350684,-0.18822807426087984,0.0,0.0,26.0,-0.09792014608317468,19.0,-0.4745519500704594,21.0,-0.36694286321694947
AAPL,2014-09-01,28,0.009688940770335242,2014-08-31,,,,,,,0.0,0.0,23.0,-0.25933377636343957,26.0,-0.09792014608317468,19.0,-0.4745519500704594
AAPL,2014-09-08,45,0.9243661790251696,2014-09-07,99.300003,101.660004,0.8417207862184217,-2.3766373904339124,2.3766373904339124,-3.218358176652334,0.0,0.0,28.0,0.009688940770335242,23.0,-0.25933377636343957,26.0,-0.09792014608317468
AAPL,2014-09-15,31,0.17110257105060012,2014-09-14,102.809998,100.959999,-1.712782286687858,1.7994349148805517,1.7994349148805515,3.5122172015684097,1.0,1.0,45.0,0.9243661790251696,28.0,0.009688940770335242,23.0,-0.25933377636343957
AAPL,2014-09-22,29,0.06349348419709021,2014-09-21,101.800003,100.75,0.9180361318527351,1.0314371012346668,1.0314371012346666,0.11340096938193167,1.0,1.0,31.0,0.17110257105060012,45.0,0.9243661790251696,28.0,0.009688940770335242
AAPL,2014-09-29,22,-0.3131383197901945,2014-09-28,98.650002,99.620003,0.5728418222065327,-0.983275195473383,0.983275195473383,-1.5561170176799157,0.0,0.0,29.0,0.06349348419709021,31.0,0.17110257105060012,45.0,0.9243661790251696
AAPL,2014-10-06,21,-0.36694286321694947,2014-10-05,99.949997,100.730003,2.7409225169857665,-0.7803962215226482,0.7803962215226482,-3.521318738508415,0.0,0.0,22.0,-0.3131383197901945,29.0,0.06349348419709021,31.0,0.17110257105060012
AAPL,2014-10-13,22,-0.3131383197901945,2014-10-12,101.330002,97.669998,0.9374992662724705,3.6119647959742336,3.611964795974233,2.674465529701763,1.0,1.0,21.0,-0.36694286321694947,22.0,-0.3131383197901945,29.0,0.06349348419709021
AAPL,2014-10-20,29,0.06349348419709021,2014-10-19,98.32,105.220001,-2.640052492509977,-7.017901749389751,7.017901749389751,-4.377849256879774,0.0,0.0,22.0,-0.3131383197901945,21.0,-0.36694286321694947,22.0,-0.3131383197901945
AAPL,2014-10-27,25,-0.15172468950992965,2014-10-26,104.849998,108.0,-3.5390354655999285,-3.0042938102869594,3.0042938102869594,0.5347416553129691,0.0,1.0,29.0,0.06349348419709021,22.0,-0.3131383197901945,21.0,-0.36694286321694947
AAPL,2014-11-03,22,-0.3131383197901945,2014-11-02,108.220001,109.010002,-1.0524429033859617,-0.7299953730364536,0.7299953730364536,0.3224475303495081,0.0,1.0,25.0,-0.15172468950992965,29.0,0.06349348419709021,22.0,-0.3131383197901945
AAPL,2014-11-10,21,-0.36694286321694947,2014-11-09,109.019997,114.18,-0.3742947128664289,-4.733079381757829,4.733079381757829,-4.3587846688914,0.0,0.0,22.0,-0.3131383197901945,25.0,-0.15172468950992965,29.0,0.06349348419709021
AAPL,2014-11-17,23,-0.25933377636343957,2014-11-16,114.269997,116.470001,-1.0107330878606984,-1.925268274926088,1.9252682749260883,-0.9145351870653897,0.0,0.0,21.0,-0.36694286321694947,22.0,-0.3131383197901945,25.0,-0.15172468950992965
AAPL,2014-11-24,18,-0.5283564934972144,2014-11-23,116.849998,118.93,-0.08763093516931675,-1.7800616479257514,1.7800616479257514,-1.6924307127564346,0.0,0.0,23.0,-0.25933377636343957,21.0,-0.36694286321694947,22.0,-0.3131383197901945
AAPL,2014-12-01,24,-0.2055292329366846,2014-11-30,118.809998,115.0,-0.7377435550144004,3.2067991449675755,3.206799144967575,3.9445426999819757,1.0,1.0,18.0,-0.5283564934972144,23.0,-0.25933377636343957,21.0,-0.36694286321694947
AAPL,2014-12-08,20,-0.4207474066437044,2014-12-07,114.099998,109.730003,3.754450839361458,3.8299693922869333,3.8299693922869333,0.07551855292547538,1.0,1.0,24.0,-0.2055292329366846,18.0,-0.5283564934972144,23.0,-0.25933377636343957
AAPL,2014-12-15,20,-0.4207474066437044,2014-12-14,110.699997,111.779999,-3.0028251030814426,-0.9756115892216397,0.9756115892216397,2.027213513859803,0.0,1.0,20.0,-0.4207474066437044,24.0,-0.2055292329366846,18.0,-0.5283564934972144
AAPL,2014-12-22,16,-0.6359655803507243,2014-12-21,112.160004,113.989998,-1.3555892040590052,-1.6315923098576202,1.6315923098576202,-0.276003105798615,0.0,0.0,20.0,-0.4207474066437044,20.0,-0.4207474066437044,24.0,-0.2055292329366846
AAPL,2014-12-29,16,-0.6359655803507243,2014-12-28,113.790001,109.330002,1.1835474814443028,3.919499921614387,3.9194999216143867,2.7359524401700845,1.0,1.0,16.0,-0.6359655803507243,20.0,-0.4207474066437044,20.0,-0.4207474066437044
AAPL,2015-01-05,20,-0.4207474066437044,2015-01-04,108.290001,112.010002,0.4709624792904308,-3.435221133666807,3.435221133666807,-3.9061836129572374,0.0,0.0,16.0,-0.6359655803507243,16.0,-0.6359655803507243,20.0,-0.4207474066437044
AAPL,2015-01-12,18,-0.5283564934972144,2015-01-11,112.599998,105.989998,1.2990632866794833,5.870337582066387,5.870337582066386,4.571274295386904,1.0,1.0,20.0,-0.4207474066437044,16.0,-0.6359655803507243,16.0,-0.6359655803507243
AAPL,2015-01-19,16,-0.6359655803507243,2015-01-18,,,,,,,0.0,0.0,18.0,-0.5283564934972144,20.0,-0.4207474066437044,16.0,-0.6359655803507243
AAPL,2015-01-26,38,0.5477343750378848,2015-01-25,113.739998,117.160004,2.8478437920016653,-3.0068630737974873,3.0068630737974873,-5.854706865799153,0.0,0.0,16.0,-0.6359655803507243,18.0,-0.5283564934972144,20.0,-0.4207474066437044
AAPL,2015-02-02,21,-0.36694286321694947,2015-02-01,118.050003,118.93,-3.8107117131864023,-0.7454442843173863,0.7454442843173863,3.0652674288690163,0.0,1.0,38.0,0.5477343750378848,16.0,-0.6359655803507243,18.0,-0.5283564934972144
AAPL,2015-02-09,26,-0.09792014608317468,2015-02-08,118.550003,127.080002,-1.1102291245123939,-7.195275229136847,7.195275229136847,-6.085046104624453,0.0,0.0,21.0,-0.36694286321694947,38.0,0.5477343750378848,16.0,-0.6359655803507243
AAPL,2015-02-16,22,-0.3131383197901945,2015-02-15,,,,,,,0.0,0.0,26.0,-0.09792014608317468,21.0,-0.36694286321694947,38.0,0.5477343750378848
AAPL,2015-02-23,27,-0.04411560265641972,2015-02-22,130.020004,128.46000700000002,0.044433348459353345,1.199813068764389,1.199813068764389,1.1553797203050358,1.0,1.0,22.0,-0.3131383197901945,26.0,-0.09792014608317468,21.0,-0.36694286321694947
AAPL,2015-03-02,24,-0.2055292329366846,2015-03-01,129.25,126.599998,1.5290101883386844,2.0502916827853004,2.0502916827853004,0.521281494446616,1.0,1.0,27.0,-0.04411560265641972,22.0,-0.3131383197901945,26.0,-0.09792014608317468
AAPL,2015-03-09,29,0.06349348419709021,2015-03-08,127.959999,123.589996,0.6006195858251021,3.415132099211721,3.4151320992117205,2.8145125133866187,1.0,1.0,24.0,-0.2055292329366846,27.0,-0.04411560265641972,22.0,-0.3131383197901945
AAPL,2015-03-16,22,-0.3131383197901945,2015-03-15,123.879997,125.900002,-2.120472440449754,-1.6306143436538811,1.6306143436538811,0.4898580967958728,0.0,1.0,29.0,0.06349348419709021,24.0,-0.2055292329366846,27.0,-0.04411560265641972
AAPL,2015-03-23,20,-0.4207474066437044,2015-03-22,127.120003,123.25,2.338185009281766,3.0443698148748446,3.0443698148748446,0.7061848055930784,1.0,1.0,22.0,-0.3131383197901945,29.0,0.06349348419709021,24.0,-0.2055292329366846
AAPL,2015-03-30,18,-0.5283564934972144,2015-03-29,124.050003,,,,,,0.0,0.0,20.0,-0.4207474066437044,22.0,-0.3131383197901945,29.0,0.06349348419709021
AAPL,2015-04-06,20,-0.4207474066437044,2015-04-05,124.470001,127.099998,-1.7017284278110965,-2.11295651873579,2.11295651873579,-0.4112280909246935,0.0,0.0,18.0,-0.5283564934972144,20.0,-0.4207474066437044,22.0,-0.3131383197901945
AAPL,2015-04-13,20,-0.4207474066437044,2015-04-12,128.369995,124.75,1.2520248260675677,2.819969728907436,2.819969728907436,1.5679449028398684,1.0,1.0,20.0,-0.4207474066437044,18.0,-0.5283564934972144,20.0,-0.4207474066437044
AAPL,2015-04-20,22,-0.3131383197901945,2015-04-19,125.57,130.279999,-1.3393785678910306,-3.7508951182607397,3.7508951182607393,-2.411516550369709,0.0,0.0,20.0,-0.4207474066437044,20.0,-0.4207474066437044,18.0,-0.5283564934972144
AAPL,2015-04-27,39,0.6015389184646398,2015-04-26,132.309998,128.949997,0.4079485257691408,2.5394913844681724,2.5394913844681724,2.1315428586990315,1.0,1.0,22.0,-0.3131383197901945,20.0,-0.4207474066437044,20.0,-0.4207474066437044
AAPL,2015-05-04,24,-0.2055292329366846,2015-05-03,129.5,127.620003,-0.9158419234822599,1.4517351351351375,1.4517351351351375,2.3675770586173974,1.0,1.0,39.0,0.6015389184646398,22.0,-0.3131383197901945,20.0,-0.4207474066437044
AAPL,2015-05-11,20,-0.4207474066437044,2015-05-10,127.389999,128.770004,-0.4661440443913035,-1.0832914756518657,1.0832914756518657,-0.6171474312605622,0.0,0.0,24.0,-0.2055292329366846,39.0,0.6015389184646398,22.0,-0.3131383197901945
AAPL,2015-05-18,22,-0.3131383197901945,2015-05-17,128.380005,132.53999299999998,0.1928613721277054,-3.2403706480615653,3.240370648061565,-3.4332320201892705,0.0,0.0,20.0,-0.4207474066437044,24.0,-0.2055292329366846,39.0,0.6015389184646398
AAPL,2015-05-25,18,-0.5283564934972144,2015-05-24,,,,,,,0.0,0.0,22.0,-0.3131383197901945,20.0,-0.4207474066437044,24.0,-0.2055292329366846
AAPL,2015-06-01,19,-0.4745519500704594,2015-05-31,130.279999,128.649994,0.9344047841265648,1.2511552137792166,1.2511552137792166,0.31675042965265177,1.0,1.0,18.0,-0.5283564934972144,22.0,-0.3131383197901945,20.0,-0.4207474066437044
AAPL,2015-06-08,20,-0.4207474066437044,2015-06-07,128.899994,127.169998,-0.27664088104125634,1.3421226381127571,1.3421226381127571,1.6187635191540135,1.0,1.0,19.0,-0.4745519500704594,18.0,-0.5283564934972144,22.0,-0.3131383197901945
AAPL,2015-06-15,17,-0.5821610369239694,2015-06-14,126.099998,126.599998,-0.6997436365889385,-0.396510712077886,0.39651071207788596,0.30323292451105244,0.0,1.0,20.0,-0.4207474066437044,19.0,-0.4745519500704594,18.0,-0.5283564934972144
AAPL,2015-06-22,18,-0.5283564934972144,2015-06-21,127.489998,126.75,0.4490394308223094,0.5804361217418796,0.5804361217418796,0.13139669091957024,1.0,1.0,17.0,-0.5821610369239694,20.0,-0.4207474066437044,19.0,-0.4745519500704594
AAPL,2015-06-29,17,-0.5821610369239694,2015-06-28,125.459999,,,,,,0.0,0.0,18.0,-0.5283564934972144,17.0,-0.5821610369239694,20.0,-0.4207474066437044
AAPL,2015-07-06,19,-0.4745519500704594,2015-07-05,124.940002,123.279999,-0.1823664934824122,1.3286401260022416,1.3286401260022416,1.5110066194846539,1.0,1.0,17.0,-0.5821610369239694,18.0,-0.5283564934972144,17.0,-0.5821610369239694
AAPL,2015-07-13,22,-0.3131383197901945,2015-07-12,125.029999,129.619995,-1.6819877130583776,-3.671115761586133,3.6711157615861336,-1.9891280485277556,0.0,0.0,19.0,-0.4745519500704594,17.0,-0.5821610369239694,18.0,-0.5283564934972144
AAPL,2015-07-20,44,0.8705616355984146,2015-07-19,130.970001,124.5,2.860684668547685,4.940063335572546,4.940063335572545,2.079378667024861,1.0,1.0,22.0,-0.3131383197901945,19.0,-0.4745519500704594,17.0,-0.5821610369239694
AAPL,2015-07-27,23,-0.25933377636343957,2015-07-26,123.089996,121.300003,-0.7293115112879159,1.4542148494342266,1.4542148494342266,2.1835263607221425,1.0,1.0,44.0,0.8705616355984146,22.0,-0.3131383197901945,19.0,-0.4745519500704594
AAPL,2015-08-03,32,0.2249071144773551,2015-08-02,121.5,115.519997,1.8272256400008815,4.921813168724277,4.9218131687242765,3.094587528723396,1.0,1.0,23.0,-0.25933377636343957,44.0,0.8705616355984146,22.0,-0.3131383197901945
AAPL,2015-08-10,32,0.2249071144773551,2015-08-09,116.529999,115.959999,-0.5883145086010062,0.48914443052557427,0.48914443052557427,1.0774589391265805,1.0,1.0,32.0,0.2249071144773551,23.0,-0.25933377636343957,44.0,0.8705616355984146
AAPL,2015-08-17,28,0.009688940770335242,2015-08-16,116.040001,105.760002,5.797114732138682,8.859013194941287,8.859013194941289,3.0618984628026054,1.0,1.0,32.0,0.2249071144773551,32.0,0.2249071144773551,23.0,-0.25933377636343957
AAPL,2015-08-24,59,1.677629786999739,2015-08-23,94.870003,113.290001,-1.1133812238946474,-19.41604028409276,19.416040284092755,-18.30265906019811,0.0,0.0,28.0,0.009688940770335242,32.0,0.2249071144773551,32.0,0.2249071144773551
AAPL,2015-08-31,30,0.11729802762384517,2015-08-30,112.029999,109.269997,3.1844578285446343,2.463627621740852,2.4636276217408515,-0.7208302068037824,1.0,0.0,59.0,1.677629786999739,28.0,0.009688940770335242,32.0,0.2249071144773551
AAPL,2015-09-07,29,0.06349348419709021,2015-09-06,,,,,,,0.0,0.0,30.0,0.11729802762384517,59.0,1.677629786999739,28.0,0.009688940770335242
AAPL,2015-09-14,28,0.009688940770335242,2015-09-13,116.580002,113.449997,0.40289261180315056,2.684855846888729,2.684855846888729,2.2819632350855787,1.0,1.0,29.0,0.06349348419709021,30.0,0.11729802762384517,59.0,1.677629786999739
AAPL,2015-09-21,24,-0.2055292329366846,2015-09-20,113.669998,114.709999,0.5572908197500244,-0.9149300768000272,0.9149300768000271,-1.4722208965500516,0.0,0.0,28.0,0.009688940770335242,29.0,0.06349348419709021,30.0,0.11729802762384517
AAPL,2015-09-28,25,-0.15172468950992965,2015-09-27,113.849998,110.379997,-0.9753377147320049,3.0478709362823144,3.0478709362823144,4.023208651014319,1.0,1.0,24.0,-0.2055292329366846,28.0,0.009688940770335242,29.0,0.06349348419709021
AAPL,2015-10-05,21,-0.36694286321694947,2015-10-04,109.879997,112.120003,-3.529191065374328,-2.038593066215677,2.038593066215677,1.490597999158651,0.0,1.0,25.0,-0.15172468950992965,24.0,-0.2055292329366846,28.0,0.009688940770335242
AAPL,2015-10-12,19,-0.4745519500704594,2015-10-11,112.730003,111.040001,-0.7825745104006666,1.4991590127075511,1.4991590127075511,2.2817335231082176,1.0,1.0,21.0,-0.36694286321694947,25.0,-0.15172468950992965,24.0,-0.2055292329366846
AAPL,2015-10-19,24,-0.2055292329366846,2015-10-18,110.800003,119.080002,-2.5408717135170535,-7.472923082863083,7.472923082863084,-4.93205136934603,0.0,0.0,19.0,-0.4745519500704594,21.0,-0.36694286321694947,25.0,-0.15172468950992965
AAPL,2015-10-26,37,0.4939298316111299,2015-10-25,118.080002,119.5,-0.0791449862646863,-1.2025728116095449,1.2025728116095449,-1.1234278253448586,0.0,0.0,24.0,-0.2055292329366846,19.0,-0.4745519500704594,21.0,-0.36694286321694947
AAPL,2015-11-02,27,-0.04411560265641972,2015-11-01,120.800003,121.059998,-1.3450804043443503,-0.21522764366155628,0.2152276436615563,1.129852760682794,0.0,1.0,37.0,0.4939298316111299,24.0,-0.2055292329366846,19.0,-0.4745519500704594
AAPL,2015-11-09,23,-0.25933377636343957,2015-11-08,120.959999,112.339996,3.6620699698245107,7.126325290396205,7.126325290396205,3.4642553205716946,1.0,1.0,27.0,-0.04411560265641972,37.0,0.4939298316111299,24.0,-0.2055292329366846
AAPL,2015-11-16,22,-0.3131383197901945,2015-11-15,111.379997,119.300003,-3.4467392971401285,-7.11079746213317,7.11079746213317,-3.6640581649930413,0.0,0.0,23.0,-0.25933377636343957,27.0,-0.04411560265641972,37.0,0.4939298316111299
